ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
2383135,HH684629,10/01/2002 12:47:08 PM,032XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1134,011,24,29,06
2383437,HH693227,09/04/2002 09:30:00 PM,048XX W ARMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,TAVERN/LIQUOR STORE,false,true,2522,025,31,19,08B
2383482,HH692935,10/04/2002 10:09:09 PM,116XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0532,005,9,53,26
2383568,HH690681,10/03/2002 05:00:00 AM,017XX W TOUHY AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2423,024,49,1,05
2457967,HH706178,10/11/2002 12:28:49 AM,023XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0414,004,7,43,08B
2383599,HH692261,10/04/2002 10:00:00 AM,019XX W CULLOM AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1922,019,47,5,05
2458153,HH780784,11/13/2002 07:15:00 AM,042XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0214,002,3,38,07
2383787,HH690948,10/04/2002 06:05:50 AM,031XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1022,010,24,29,14
2459070,HH787097,11/18/2002 11:30:00 AM,031XX W 38TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0913,009,12,58,07
2384629,HH686645,10/02/2002 09:10:00 AM,015XX E 71ST PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0324,003,5,43,08B
2384758,HH694553,10/05/2002 11:30:00 AM,027XX N GREENVIEW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1931,019,32,7,05
2385045,HH695680,10/06/2002 04:00:00 AM,069XX W GEORGE ST,0810,THEFT,OVER $500,STREET,false,false,2511,025,36,18,06
2385262,HH694686,10/05/2002 06:14:41 PM,120XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0523,005,9,53,08A
2385289,HH693776,10/04/2002 07:00:00 PM,042XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,FACTORY/MANUFACTURING BUILDING,false,false,1731,017,31,16,05
2385469,HH690859,10/04/2002 02:55:44 AM,043XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,0221,002,3,38,04B
2385495,HH694461,10/05/2002 04:40:00 PM,006XX N CLARK ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,1832,018,42,8,08B
2385630,HH694357,10/05/2002 03:15:00 PM,066XX S SANGAMON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0723,007,17,68,05
2385678,HH677825,09/28/2002 10:00:00 AM,066XX S GREENWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,VACANT LOT/LAND,false,false,0321,003,5,42,03
2385687,HH695394,10/06/2002 02:05:23 AM,013XX E 71ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0321,003,5,43,03
2385736,HH689925,10/03/2002 03:00:00 PM,013XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2532,025,37,25,08B
2385841,HH696846,10/06/2002 03:30:00 AM,113XX S PRAIRIE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,true,0531,005,9,49,06
2386339,HH691255,09/30/2002 12:01:00 AM,014XX W 63RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0713,007,16,67,11
2386385,HH671244,09/25/2002 11:10:22 AM,064XX S TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0825,008,15,66,14
2386639,HH693334,10/05/2002 12:00:00 AM,024XX N SACRAMENTO AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1414,014,35,22,06
2461627,HH789249,11/19/2002 02:51:00 PM,054XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0932,009,16,61,07
2387183,HH697274,10/06/2002 11:45:52 PM,035XX S CALIFORNIA AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,RESTAURANT,true,false,0913,009,12,58,03
2387937,HH699567,10/06/2002 08:00:00 PM,003XX W INSTITUTE PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1823,018,27,8,06
2388056,HH695040,10/05/2002 09:45:00 PM,011XX W LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,2312,019,48,3,26
2388153,HH697832,10/07/2002 09:00:00 AM,049XX N HARDING AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,true,true,1712,017,39,14,26
2388165,HH699823,10/08/2002 03:00:00 AM,035XX W PALMER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,false,1413,014,26,22,14
2388279,HH697410,10/07/2002 01:20:00 AM,070XX N CLARK ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,2424,024,49,1,04A
2388333,HH699209,10/07/2002 04:00:00 PM,038XX W FULLERTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2524,025,35,22,07
2388374,HH698082,10/07/2002 11:45:00 AM,065XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1632,016,38,17,06
2462931,HH791123,11/19/2002 07:30:00 PM,063XX S HONORE ST,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,VACANT LOT/LAND,false,false,0726,007,15,67,02
2388622,HH699984,10/08/2002 12:00:00 AM,029XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2523,025,30,21,07
2388710,HH690579,10/03/2002 09:51:03 PM,001XX N KEELER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1114,011,28,26,18
2463378,HH791566,11/20/2002 03:20:00 PM,078XX W HIGGINS RD,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1614,016,41,10,08A
2388816,HH697317,10/07/2002 12:10:21 AM,037XX S DR MARTIN LUTHER KING JR DR,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0211,002,3,35,05
2388845,HH690346,10/03/2002 08:50:00 PM,0000X N LATROBE AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1522,015,28,25,18
2388871,HH675673,09/25/2002 08:05:00 AM,054XX S UNION AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0934,009,3,61,08B
2389095,HH698847,10/07/2002 12:40:00 PM,060XX W ARDMORE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",false,false,1622,016,45,10,08B
2389122,HH693890,10/05/2002 11:45:00 AM,071XX S UNIVERSITY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0324,003,5,69,14
2389272,HH698056,10/07/2002 08:30:00 AM,023XX E 71ST ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,0331,003,5,43,05
2389279,HH690228,10/03/2002 07:25:00 PM,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,0922,009,11,59,06
2389300,HH698038,10/07/2002 11:00:00 AM,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0922,009,11,59,06
2389624,HH700628,10/08/2002 07:30:00 AM,012XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1811,018,32,7,14
2389900,HH687307,09/05/2002 09:00:00 AM,041XX W MAYPOLE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,1114,011,28,26,11
2389962,HH696296,10/06/2002 02:00:00 PM,024XX N HAMLIN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2524,025,35,22,08A
2390131,HH697821,10/06/2002 04:00:00 PM,003XX S CENTRAL AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1522,015,29,25,07
2390144,HH701086,10/08/2002 09:00:00 AM,011XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1111,011,27,23,14
2390215,HH701543,09/02/2002 12:00:00 PM,013XX W MELROSE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1924,019,44,6,11
2390270,HH701996,10/09/2002 12:01:00 AM,013XX N LARRABEE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CHA APARTMENT,true,true,1822,018,27,8,26
2390361,HH699513,10/07/2002 10:20:00 PM,043XX N KENMORE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,SIDEWALK,false,false,2322,019,46,3,02
2390634,HH702124,10/09/2002 08:10:00 AM,078XX S HOYNE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0611,006,18,71,26
2390697,HH702153,10/09/2002 01:00:00 AM,037XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,0925,009,3,34,08A
2390777,HH697660,09/30/2002 06:00:00 PM,041XX W 21ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1012,010,24,29,07
2390972,HH695687,10/05/2002 02:15:00 PM,097XX S HALSTED ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,2223,022,21,73,07
2391547,HH702650,10/09/2002 12:30:00 PM,014XX W CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,BANK,false,false,1324,012,27,24,03
2391620,HH701358,10/08/2002 07:00:00 PM,056XX W ADDISON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,1633,016,38,15,08B
2391931,HH700439,10/08/2002 12:15:00 PM,127XX S UNION AVE,0460,BATTERY,SIMPLE,STREET,false,false,0523,005,34,53,08B
2392036,HH686472,10/02/2002 08:13:00 AM,041XX W FIFTH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,1132,011,24,26,04B
2392182,HH701677,10/08/2002 09:20:00 PM,025XX E 73RD ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0334,003,7,43,08B
2392278,HH703948,10/09/2002 10:00:00 PM,007XX W SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2323,019,46,6,26
2392389,HH702671,10/09/2002 12:28:05 PM,002XX S HOYNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1211,012,2,28,08B
2392486,HH692897,10/04/2002 09:55:00 PM,001XX N KEDZIE AVE,031A,ROBBERY,ARMED: HANDGUN,RESTAURANT,false,false,1331,012,27,27,03
2392713,HH704214,10/10/2002 05:00:00 AM,095XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0431,004,7,51,08B
2467542,HH797891,11/23/2002 12:00:00 PM,071XX N PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2423,024,49,1,07
2392996,HH544982,07/29/2002 09:39:58 PM,079XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0623,006,6,44,06
2393002,HH704447,10/09/2002 09:30:00 PM,022XX W ADDISON ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1913,019,47,5,06
2393074,HH692768,10/04/2002 08:45:00 PM,066XX S KILDARE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0833,008,13,65,18
2393208,HH701372,10/08/2002 07:05:00 PM,069XX S CLYDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0331,003,5,43,14
2393397,HH691150,10/04/2002 08:00:00 AM,037XX W POLK ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1133,011,24,27,08B
2393416,HH697084,10/06/2002 09:20:00 PM,046XX N BROADWAY,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,2311,019,46,3,18
2393868,HH702579,10/09/2002 12:15:00 PM,050XX S ASHLAND AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,0931,009,16,61,26
2393928,HH695311,10/06/2002 01:00:00 AM,007XX S KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1131,011,24,26,08B
2393993,HH705004,10/09/2002 10:00:00 PM,052XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0934,009,16,61,14
2394014,HH692270,10/04/2002 04:55:00 PM,0000X W WASHINGTON ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,0113,001,42,32,18
2394091,HH701901,10/09/2002 12:55:00 AM,048XX W CHICAGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1531,015,28,25,08B
2394285,HH700210,10/08/2002 10:30:00 AM,040XX W DIVISION ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,2534,025,27,23,04B
2394330,HH705606,10/10/2002 06:00:00 PM,094XX S ASHLAND AVE,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,PARKING LOT/GARAGE(NON.RESID.),false,true,2221,022,21,73,26
2394452,HH703835,10/09/2002 09:50:11 PM,0000X N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1332,012,2,28,08B
2394487,HH704662,10/10/2002 11:03:40 AM,002XX S LAFLIN ST,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,"SCHOOL, PUBLIC, BUILDING",false,false,1211,012,2,28,24
2394542,HH705781,10/10/2002 07:30:00 PM,083XX S BAKER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0424,004,7,46,08B
2394589,HH704181,10/10/2002 03:36:34 AM,075XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0421,004,7,43,08B
2394628,HH685481,10/01/2002 07:00:43 PM,038XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1133,011,24,29,18
2394681,HH700015,10/08/2002 09:15:00 AM,014XX E 63RD ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0314,003,5,42,16
2394682,HH704141,10/10/2002 02:36:44 AM,084XX S MANISTEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0423,004,7,46,14
2394872,HH706141,10/10/2002 01:30:00 PM,026XX N EMMETT ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1412,014,35,22,06
2394911,HH703249,10/09/2002 11:30:00 AM,051XX S MICHIGAN AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,0232,002,3,40,05
2395323,HH703646,10/09/2002 07:45:00 PM,014XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0133,001,2,33,08B
2395433,HH705921,10/10/2002 08:40:14 PM,039XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,2122,002,4,36,08B
2395516,HH694253,10/05/2002 02:35:00 PM,048XX W MEDILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2522,025,31,19,14
2395521,HH690045,10/03/2002 05:30:00 PM,068XX S KARLOV AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,0833,008,13,65,04A
2395540,HH704440,10/10/2002 09:07:45 AM,066XX S ELLIS AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0321,003,5,42,08A
2395611,HH704667,10/06/2002 12:58:00 AM,031XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2332,019,44,6,26
2395621,HH692842,10/04/2002 08:30:00 PM,044XX W CONGRESS PKWY,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1131,011,24,26,18
2395640,HH698289,10/07/2002 12:56:13 PM,004XX S STATE ST,0820,THEFT,$500 AND UNDER,LIBRARY,true,false,0132,001,2,32,06
2395673,HH706251,10/10/2002 09:00:00 PM,035XX S SEELEY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0913,009,11,59,05
2470660,HH800486,11/25/2002 09:15:00 AM,021XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,BANK,true,false,1332,012,2,28,03
2395862,HH702281,10/09/2002 01:00:00 AM,025XX N ELSTON AVE,0560,ASSAULT,SIMPLE,OTHER,false,true,1432,014,1,22,08A
2396010,HH704813,10/03/2002 05:00:00 PM,004XX E MC FETRIDGE DR,0810,THEFT,OVER $500,OTHER,false,false,0133,001,2,33,06
2396041,HH706056,10/10/2002 10:45:00 PM,052XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0915,009,16,61,14
2396242,HH707990,10/04/2002 11:00:00 AM,022XX S MILLARD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1013,010,22,30,26
2396332,HH704809,10/10/2002 12:15:00 PM,043XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2322,019,46,3,06
2471364,HH802583,11/25/2002 12:00:00 PM,064XX S EVANS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0312,003,20,42,07
2396564,HH700123,10/08/2002 10:30:00 AM,023XX S CHRISTIANA AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1024,010,22,30,08A
2396638,HH706652,10/11/2002 08:00:00 AM,022XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1013,010,22,29,14
2396649,HH705306,10/10/2002 03:50:00 PM,075XX S NORMAL AVE,0460,BATTERY,SIMPLE,STREET,false,false,0621,006,17,69,08B
2396718,HH708883,10/11/2002 09:30:00 PM,028XX W 85TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,0835,008,18,70,07
2396807,HH708351,10/11/2002 11:20:00 PM,018XX W MONTEREY AVE,0560,ASSAULT,SIMPLE,STREET,true,false,2212,022,19,75,08A
2397097,HH709169,10/11/2002 02:30:00 PM,028XX W 51ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0911,009,14,63,14
2397223,HH709393,10/11/2002 10:30:00 PM,024XX N ST LOUIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1413,014,26,22,06
2472340,HH804174,11/26/2002 09:45:00 PM,053XX W KINZIE ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,false,true,1523,015,28,25,26
2397512,HH709945,10/12/2002 05:00:00 PM,013XX N HUDSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1821,018,27,8,26
2472444,HH804510,11/27/2002 06:00:00 AM,006XX N MONTICELLO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1122,011,27,23,07
2397777,HH711076,02/10/2002 10:00:00 PM,081XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0631,006,6,44,26
2397874,HH708482,10/12/2002 12:40:00 AM,059XX S MORGAN ST,0560,ASSAULT,SIMPLE,STREET,false,false,0712,007,16,68,08A
2397884,HH709310,10/12/2002 12:22:02 PM,131XX S VERNON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0533,005,9,54,05
2398059,HH710552,10/12/2002 10:30:00 PM,046XX S ELLIS AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2123,002,4,39,08B
2398118,HH711225,10/13/2002 12:00:00 AM,020XX W 17TH ST,0810,THEFT,OVER $500,STREET,false,false,1223,012,25,31,06
2398119,HH708923,10/12/2002 07:00:00 AM,015XX N CLYBOURN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,1822,018,27,8,06
2398193,HH711280,10/12/2002 10:30:00 PM,108XX S EGGLESTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2233,022,34,49,06
2398235,HH707630,10/11/2002 05:20:00 PM,0000X W ILLINOIS ST,0460,BATTERY,SIMPLE,STREET,true,false,1831,018,42,8,08B
2398304,HH711350,10/12/2002 06:30:00 PM,007XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1213,012,25,28,07
2398356,HH706650,10/11/2002 08:00:00 AM,054XX S ROCKWELL ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0911,009,14,63,06
2398666,HH712444,10/13/2002 09:30:00 PM,044XX N BERNARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1723,017,33,14,14
2398673,HH712455,10/13/2002 09:00:00 AM,045XX S DREXEL BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2123,002,4,39,26
2398770,HH710942,10/13/2002 03:42:15 AM,027XX N MAJOR AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2514,025,30,19,05
2398911,HH712119,10/13/2002 07:23:48 PM,051XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1533,015,29,25,08B
2398930,HH711184,10/13/2002 01:00:00 AM,048XX N LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1712,017,39,14,14
2398993,HH711678,10/13/2002 02:30:00 PM,087XX S BUFFALO AVE,0460,BATTERY,SIMPLE,STREET,false,false,0424,004,10,46,08B
2399105,HH709012,10/10/2002 12:00:00 PM,046XX W 59TH ST,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,OTHER,true,false,0813,008,13,64,26
2399564,HH709541,10/11/2002 06:30:00 PM,049XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0915,009,16,61,06
2399583,HH712663,10/14/2002 04:16:00 AM,021XX W ROSEMONT AVE,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,STREET,false,false,2413,024,50,2,03
2399637,HH712120,10/13/2002 06:30:00 PM,023XX S STATE ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0134,001,3,33,26
2399670,HH699534,10/07/2002 11:15:00 PM,004XX W PERSHING RD,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0925,009,11,60,26
2399724,HH713433,10/14/2002 04:00:00 AM,032XX W OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,1121,011,27,23,07
2399897,HH711955,10/13/2002 05:30:00 PM,069XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,0332,003,5,43,14
2400013,HH714845,10/15/2002 01:00:00 AM,0000X W 111TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0522,005,34,49,06
2400327,HH714427,10/14/2002 08:47:00 PM,033XX W EVERGREEN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,1422,014,26,23,04B
2400435,HH706373,10/10/2002 08:00:00 PM,065XX N NEWGARD AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,2432,024,40,1,07
2400647,HH713366,10/14/2002 12:45:00 PM,056XX S DORCHESTER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2133,002,5,41,06
2400693,HH691764,10/04/2002 11:30:00 AM,051XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0822,008,23,62,06
2400749,HH713919,10/14/2002 12:30:00 PM,036XX W NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2535,025,26,23,05
2400753,HH709201,10/12/2002 11:41:40 AM,043XX S LANGLEY AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,false,false,0222,002,4,38,11
2400783,HH700435,10/08/2002 12:40:00 PM,024XX W 62ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0825,008,15,66,18
2400873,HH713599,10/14/2002 02:25:00 AM,053XX W CRYSTAL ST,0810,THEFT,OVER $500,RESIDENCE,false,false,2532,025,37,25,06
2400898,HH710157,10/12/2002 06:45:59 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0123,001,42,32,06
2400944,HH675921,09/27/2002 12:00:00 PM,027XX W 83RD ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,0835,008,18,70,26
2400976,HH131040,01/16/2002 10:45:11 PM,044XX W WEST END AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1113,011,28,26,18
2401069,HH696175,10/06/2002 12:50:00 PM,062XX S MOZART ST,0560,ASSAULT,SIMPLE,STREET,false,false,0823,008,15,66,08A
2401479,HH714625,10/14/2002 10:34:00 PM,073XX S STEWART AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0731,007,17,69,08B
2401540,HH678410,09/28/2002 06:14:09 AM,036XX S STATE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,CHA PARKING LOT/GROUNDS,true,false,0211,002,3,35,26
2401966,HH712977,10/14/2002 09:55:08 AM,040XX W HIRSCH ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,2534,025,27,23,07
2402057,HH708007,10/11/2002 07:45:00 PM,022XX W OHIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, GROUNDS",true,false,1313,012,26,24,15
2402084,HH716757,10/03/2002 12:01:00 AM,008XX N PAULINA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1322,012,1,24,06
2402156,HH717144,10/16/2002 06:30:00 AM,048XX W HUTCHINSON ST,0560,ASSAULT,SIMPLE,STREET,false,true,1624,016,45,15,08A
2402208,HH715136,10/15/2002 09:00:00 AM,029XX W 26TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1033,010,12,30,14
2402210,HH716772,10/15/2002 10:07:40 PM,112XX S LANGLEY AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0531,005,9,50,04B
2402259,HH717083,10/16/2002 04:40:00 AM,028XX W CULLERTON ST,051A,ASSAULT,AGGRAVATED: HANDGUN,VACANT LOT/LAND,false,false,1023,010,12,30,04A
